00_00_0#1_29_29	(3591)
00_00_24#8_12_12	(3101)
00_00_24#8_4_4	(vote)
00_00_24#10_47_47	(1855)
00_00_24#10_37_37	(1464)
00_00_24#10_36_36	(3053)
00_00_24#10_27_27	(election)
00_00_24#10_11_11	(protest)
00_00_24#11_38_38	(4489)
00_00_24#11_32_32	(1103)
00_00_24#11_30_30	(1996)
00_00_24#11_21_21	(3255)
00_00_24#11_15_15	(vote)
00_00_24#11_3_3	(2074)
00_00_24#12_26_26	(vote)
00_00_24#12_16_16	(protest)
00_00_24#13_3_3	(1368)
00_00_25#1_34_34	(1641)
00_00_25#1_28_28	(565)
00_00_25#1_23_23	(1487)
00_00_25#1_18_18	(election)
00_00_25#1_7_7	(236)
00_00_25#1_4_4	(3826)
00_00_25#2_31_31	(3830)
00_00_25#2_29_29	(766)
00_00_25#2_24_24	(2811)
00_00_25#2_21_21	(election)
00_00_25#2_7_7	(3828)
00_00_25#2_4_4	(protest)
00_00_25#3_24_24	(1366)
00_00_25#3_3_3	(4491)
00_00_25#4_32_32	(election)
00_00_25#4_1_1	(3016)
00_00_25#6_25_25	(1639)
00_00_25#6_21_21	(3627)
00_00_25#6_19_19	(2700)
00_00_25#6_13_13	(2221)
00_00_25#7_18_18	(1223)
00_00_25#7_8_8	(1244)
00_00_25#7_1_1	(1243)
00_00_25#8_22_22	(897)
00_00_25#9_7_7	(election)
00_00_25#10_12_12	(3105)
00_00_25#10_7_7	(war)
00_00_25#10_2_2	(1457)
00_00_26#1_4_4	(3629)
00_00_26#2_25_25	(1756)
00_00_26#2_8_8	(576)
00_00_26#3_17_17	(3188)
00_00_26#3_14_14	(election)
00_00_26#3_11_11	(1462)
00_00_26#4_22_22	(289)
00_00_26#4_15_15	(vote)
00_00_26#5_49_49	(3318)
00_00_26#5_16_16	(war)
00_00_26#5_9_9	(1682)
00_00_26#5_3_3	(1645)
00_00_26#6_26_26	(2691)
00_00_26#6_24_24	(2706)
00_00_26#6_13_13	(1453)
00_00_26#6_3_3	(80)
00_00_26#6_2_2	(2811)
00_00_26#7_15_15	(vote)
00_00_26#7_13_13	(610)
00_00_26#7_1_1	(2588)
00_00_26#8_15_15	(467)
00_00_26#8_10_10	(2501)
00_00_26#8_0_0	(526)
00_00_26#9_4_4	(1489)
00_00_26#10_9_9	(protest)
00_00_26#10_2_2	(3070)
00_00_26#11_6_6	(vote)
00_00_26#11_3_3	(80)
00_00_26#12_7_7	(4103)
00_00_26#12_3_3	(3338)
00_00_26#13_8_8	(vote)
00_00_26#13_5_5	(80)
00_00_26#14_10_10	(962)
00_00_26#14_1_1	(2373)
00_00_27#1_16_16	(962)
00_00_27#1_3_3	(3013)
00_00_27#2_20_20	(330)
00_00_27#2_10_10	(394)
00_00_27#3_15_15	(1209)
00_00_27#4_21_21	(protest)
00_00_27#4_4_4	(vote)
00_00_27#4_2_2	(1921)
00_00_27#5_18_18	(vote)
00_00_27#6_7_7	(1016)
00_00_27#6_4_4	(vote)
00_00_27#7_13_13	(2263)
00_00_27#8_6_6	(2516)
00_00_27#9_13_13	(1133)
00_00_27#9_5_5	(3320)
00_00_27#10_36_36	(3145)
00_00_27#10_23_23	(4493)
00_00_27#10_14_14	(112)
00_00_27#10_12_12	(2620)
00_00_27#10_9_9	(2171)
00_00_27#11_21_21	(4495)
00_00_27#11_15_15	(1286)
00_00_27#11_5_5	(771)
00_00_27#11_2_2	(1823)
00_00_27#12_37_37	(2668)
00_00_27#12_27_27	(3322)
00_00_27#12_23_23	(4497)
00_00_27#12_10_10	(vote)
00_00_27#13_4_4	(610)
00_00_27#14_16_16	(1110)
00_00_27#15_26_26	(534)
00_00_27#15_23_23	(3609)
00_00_27#15_19_19	(1151)
00_00_27#15_15_15	(261)
00_00_27#15_2_2	(vote)
00_00_27#16_16_16	(vote)
00_00_27#16_8_8	(3052)
00_00_28#1_30_30	(1735)
00_00_28#1_28_28	(1368)
00_00_28#1_19_19	(602)
00_00_28#1_5_5	(136)
00_00_28#1_3_3	(772)
00_00_28#2_22_22	(1198)
00_00_28#2_15_15	(1820)
00_00_28#2_10_10	(election)
00_00_28#3_43_43	(1947)
00_00_28#3_36_36	(3050)
00_00_28#3_29_29	(610)
00_00_28#3_22_22	(1849)
00_00_28#3_21_21	(2122)
00_00_28#3_13_13	(741)
00_00_28#3_11_11	(2911)
00_00_28#4_30_30	(election)
00_00_28#4_29_29	(1462)
00_00_28#4_5_5	(3007)
00_00_28#5_14_14	(772)
00_00_28#5_8_8	(772)
00_00_28#5_6_6	(1461)
00_00_28#6_32_32	(protest)
00_00_28#6_9_9	(3829)
00_00_28#6_7_7	(766)
00_00_28#6_1_1	(717)
00_00_28#7_38_38	(964)
00_00_28#7_33_33	(718)
00_00_28#7_11_11	(2248)
00_00_28#7_6_6	(1689)
00_00_28#8_23_23	(4501)
00_00_28#8_8_8	(4499)
00_00_28#8_3_3	(2856)
00_00_28#10_37_37	(protest)
00_00_28#10_9_9	(4503)
00_00_28#11_14_14	(3832)
00_00_28#11_7_7	(protest)
00_00_28#12_32_32	(610)
00_00_28#12_27_27	(2666)
00_00_28#12_20_20	(1952)
00_00_28#12_9_9	(1448)
00_00_28#13_48_48	(vote)
00_00_28#13_21_21	(vote)
00_00_29#1_19_19	(2667)
00_00_29#1_7_7	(win)
00_00_29#1_5_5	(3751)
00_00_29#2_10_10	(1719)
00_00_29#2_6_6	(1733)
00_00_3#2_60_60	(1133)
00_00_3#2_52_52	(3319)
00_00_3#2_41_41	(1599)
00_00_3#2_34_34	(1383)
00_00_3#2_23_23	(394)
00_00_3#2_7_7	(2852)
00_00_3#3_17_17	(vote)
00_00_3#3_14_14	(1458)
00_00_3#3_10_10	(protest)
00_00_3#3_3_3	(3070)
00_00_3#4_12_12	(2330)
00_00_3#5_5_5	(2904)
00_00_3#6_31_31	(2668)
00_00_3#6_21_21	(3321)
00_00_3#6_10_10	(vote)
00_00_3#7_4_4	(610)
00_00_3#8_16_16	(1110)
00_00_3#9_32_32	(1735)
00_00_3#9_30_30	(1368)
00_00_3#9_19_19	(602)
00_00_3#9_5_5	(124)
00_00_3#9_3_3	(772)
00_00_3#10_10_10	(protest)
00_00_3#10_3_3	(3463)
00_00_3#11_15_15	(772)
00_00_3#11_8_8	(772)
00_00_3#11_6_6	(1461)
00_00_3#12_48_48	(1947)
00_00_3#12_41_41	(3050)
00_00_3#12_34_34	(610)
00_00_3#12_27_27	(1849)
00_00_3#12_26_26	(2122)
00_00_3#12_18_18	(722)
00_00_3#12_16_16	(2911)
00_00_3#12_10_10	(election)
00_00_3#13_30_30	(964)
00_00_3#13_25_25	(718)
00_00_3#13_7_7	(2248)
00_00_3#13_2_2	(1689)
00_00_3#14_22_22	(2800)
00_00_3#14_9_9	(1839)
00_00_3#14_6_6	(4031)
00_00_3#14_4_4	(2966)
00_00_30#1_32_32	(protest)
00_00_30#1_23_23	(1815)
00_00_30#1_12_12	(election)
00_00_30#1_9_9	(236)
00_00_31#1_17_17	(-1)
00_00_31#1_9_9	(236)
00_00_31#1_5_5	(3621)
00_00_31#2_3_3	(983)
00_00_31#3_23_23	(250)
00_00_31#3_14_14	(1012)
00_00_31#5_2_2	(566)
00_00_31#6_10_10	(3568)
00_00_31#7_21_21	(2803)
00_00_31#7_11_11	(578)
00_00_31#8_9_9	(-1)
00_00_31#8_4_4	(2647)
00_00_31#10_22_22	(137)
00_00_31#10_10_10	(war)
00_00_31#10_7_7	(573)
00_00_31#10_3_3	(2491)
00_00_31#11_25_25	(809)
00_00_31#11_13_13	(1788)
00_00_31#12_20_20	(962)
00_00_31#12_12_12	(2823)
00_00_31#13_24_24	(1789)
00_00_31#13_20_20	(4105)
00_00_31#13_4_4	(2852)
00_00_31#14_29_29	(866)
00_00_31#14_19_19	(1787)
00_00_31#14_7_7	(3597)
00_00_31#15_12_12	(964)
00_00_31#16_4_4	(3257)
00_00_31#17_18_18	(295)
00_00_31#17_12_12	(election)
00_00_32#1_37_37	(vote)
00_00_32#1_35_35	(3135)
00_00_32#1_32_32	(2172)
00_00_32#1_21_21	(865)
00_00_32#1_15_15	(win)
00_00_32#1_10_10	(election)
00_00_32#1_5_5	(vote)
00_00_32#2_41_41	(3040)
00_00_32#2_36_36	(3169)
00_00_32#2_18_18	(723)
00_00_32#2_9_9	(election)
00_00_32#2_6_6	(4505)
00_00_32#3_17_17	(3833)
00_00_32#3_8_8	(election)
00_00_32#4_29_29	(vote)
00_00_32#4_22_22	(win)
00_00_32#4_17_17	(election)
00_00_32#4_8_8	(2941)
00_00_32#5_22_22	(610)
00_00_32#5_8_8	(105)
00_00_32#7_32_32	(3136)
00_00_32#7_30_30	(4362)
00_00_32#7_24_24	(vote)
00_00_32#7_20_20	(vote)
00_00_32#7_16_16	(3796)
00_00_32#7_12_12	(vote)
00_00_32#7_9_9	(3057)
00_00_33#1_25_25	(election)
00_00_33#1_24_24	(1842)
00_00_33#1_8_8	(250)
00_00_33#2_45_45	(1137)
00_00_33#2_43_43	(2141)
00_00_33#2_30_30	(3630)
00_00_33#2_28_28	(2343)
00_00_33#2_17_17	(3837)
00_00_33#2_9_9	(4506)
00_00_33#2_0_0	(526)
00_00_33#3_20_20	(election)
00_00_33#3_13_13	(645)
00_00_33#3_4_4	(win)
00_00_33#4_18_18	(election)
00_00_33#5_45_45	(1259)
00_00_33#5_39_39	(1619)
00_00_33#5_36_36	(964)
00_00_33#5_31_31	(4107)
00_00_33#5_29_29	(2913)
00_00_33#5_23_23	(-1)
00_00_33#5_7_7	(3057)
00_00_33#5_5_5	(250)
00_00_33#5_3_3	(3622)
00_00_33#6_19_19	(3222)
00_00_33#6_2_2	(4507)
00_00_33#7_30_30	(772)
00_00_33#7_23_23	(-1)
00_00_33#7_18_18	(-1)
00_00_33#8_17_17	(4288)
00_00_33#8_13_13	(2987)
00_00_33#8_6_6	(1317)
00_00_33#9_50_50	(vote)
00_00_33#9_40_40	(win)
00_00_33#9_29_29	(582)
00_00_33#9_27_27	(election)
00_00_33#9_25_25	(4048)
00_00_33#9_15_15	(2152)
00_00_33#9_4_4	(vote)
00_00_33#10_25_25	(vote)
00_00_33#10_20_20	(105)
00_00_33#10_17_17	(1978)
00_00_33#10_14_14	(1890)
00_00_33#10_6_6	(vote)
00_00_33#11_32_32	(105)
00_00_33#11_28_28	(3838)
00_00_34#2_3_3	(1514)
00_00_34#3_12_12	(election)
00_00_34#3_7_7	(3716)
00_00_34#4_16_16	(3696)
00_00_34#4_15_15	(vote)
00_00_34#4_13_13	(1462)
00_00_34#4_6_6	(4108)
00_00_34#5_30_30	(2619)
00_00_34#5_23_23	(343)
00_00_34#5_15_15	(2428)
00_00_34#5_13_13	(1048)
00_00_34#5_5_5	(2640)
00_00_34#5_2_2	(2247)
00_00_34#6_25_25	(3840)
00_00_34#6_8_8	(-1)
00_00_34#6_2_2	(-1)
00_00_34#7_29_29	(324)
00_00_34#7_25_25	(2619)
00_00_34#7_19_19	(vote)
00_00_34#8_15_15	(vote)
00_00_34#8_13_13	(3910)
00_00_34#8_4_4	(2813)
00_00_34#9_10_10	(730)
00_00_34#10_48_48	(1110)
00_00_34#10_39_39	(vote)
00_00_34#10_37_37	(vote)
00_00_34#10_35_35	(3056)
00_00_34#10_32_32	(3839)
00_00_34#10_29_29	(vote)
00_00_34#10_15_15	(344)
00_00_34#11_48_48	(244)
00_00_34#11_38_38	(vote)
00_00_34#11_34_34	(2812)
00_00_34#11_28_28	(3098)
00_00_34#11_25_25	(4509)
00_00_34#13_22_22	(1408)
00_00_34#14_27_27	(2921)
00_00_34#14_15_15	(vote)
00_00_34#14_10_10	(3973)
00_00_34#14_7_7	(2544)
00_00_34#15_23_23	(4476)
00_00_34#16_20_20	(vote)
00_00_34#16_15_15	(1037)
00_00_34#16_7_7	(vote)
00_00_34#16_4_4	(1683)
00_00_34#17_8_8	(election)
00_00_34#17_6_6	(3620)
00_00_35#1_35_35	(2278)
00_00_35#1_13_13	(138)
00_00_35#1_5_5	(election)
00_00_35#2_18_18	(-1)
00_00_35#2_6_6	(vote)
00_00_35#3_43_43	(3228)
00_00_35#3_41_41	(4511)
00_00_35#3_6_6	(-1)
00_00_35#5_25_25	(866)
00_00_35#5_17_17	(2153)
00_00_35#6_31_31	(4472)
00_00_35#6_29_29	(3218)
00_00_35#6_11_11	(2945)
00_00_35#6_9_9	(2530)
00_00_35#7_32_32	(3983)
00_00_35#7_21_21	(1598)
00_00_35#7_19_19	(4110)
00_00_35#7_17_17	(-1)
00_00_35#8_20_20	(protest)
00_00_35#8_17_17	(2792)
00_00_35#8_9_9	(823)
00_00_35#8_1_1	(1207)
00_00_36#1_9_9	(-1)
00_00_36#2_26_26	(1750)
00_00_36#4_9_9	(election)
00_00_36#5_20_20	(2255)
00_00_36#5_17_17	(2177)
00_00_36#6_23_23	(1489)
00_00_36#6_20_20	(139)
00_00_36#6_18_18	(war)
00_00_36#7_4_4	(election)
00_00_36#8_18_18	(249)
00_00_36#9_22_22	(846)
00_00_36#9_7_7	(1952)
00_00_36#10_25_25	(2927)
00_00_36#10_17_17	(3057)
00_00_36#11_24_24	(election)
00_00_36#11_9_9	(election)
00_00_36#12_16_16	(1982)
00_00_36#12_2_2	(330)
00_00_36#13_15_15	(3530)
00_00_36#14_17_17	(3841)
00_00_36#15_31_31	(4039)
00_00_36#15_3_3	(war)
00_00_37#1_49_49	(999)
00_00_37#1_43_43	(1952)
00_00_37#1_38_38	(964)
00_00_37#1_34_34	(2476)
00_00_37#1_30_30	(3942)
00_00_37#1_24_24	(250)
00_00_37#1_22_22	(3216)
00_00_37#1_7_7	(22)
00_00_37#1_3_3	(2744)
00_00_37#2_22_22	(win)
00_00_37#2_4_4	(vote)
00_00_37#3_17_17	(1930)
00_00_37#3_5_5	(468)
00_00_37#4_11_11	(958)
00_00_37#4_7_7	(2945)
00_00_37#5_16_16	(war)
00_00_37#5_14_14	(-1)
00_00_37#5_12_12	(-1)
00_00_37#6_6_6	(469)
00_00_37#7_33_33	(235)
00_00_37#7_19_19	(1443)
00_00_37#7_15_15	(620)
00_00_37#9_31_31	(2945)
00_00_37#10_33_33	(4513)
00_00_37#10_30_30	(3611)
00_00_37#10_27_27	(election)
00_00_37#10_15_15	(2930)
00_00_37#10_11_11	(140)
00_00_37#11_0_0	(-1)
00_00_37#12_16_16	(vote)
00_00_37#12_13_13	(-1)
00_00_37#12_11_11	(4080)
00_00_37#13_29_29	(election)
00_00_37#13_16_16	(3453)
00_00_37#13_14_14	(election)
00_00_37#13_5_5	(4111)
00_00_37#14_21_21	(vote)
00_00_38#1_10_10	(610)
00_00_38#1_9_9	(vote)
00_00_38#1_4_4	(3530)
00_00_38#1_2_2	(1199)
00_00_38#3_1_1	(election)
00_00_38#4_15_15	(-1)
00_00_38#4_2_2	(1365)
00_00_38#5_16_16	(-1)
00_00_38#5_11_11	(3161)
00_00_38#5_7_7	(2101)
00_00_38#6_25_25	(vote)
00_00_38#6_9_9	(1462)
00_00_38#6_4_4	(2102)
00_00_38#8_7_7	(protest)
00_00_38#9_29_29	(3835)
00_00_38#9_14_14	(1973)
00_00_38#10_26_26	(protest)
00_00_38#10_11_11	(3540)
00_00_38#12_21_21	(1666)
00_00_38#12_18_18	(2962)
00_00_38#12_2_2	(261)
00_00_38#14_7_7	(election)
00_00_38#14_5_5	(4515)
00_00_38#15_13_13	(4516)
00_00_38#15_1_1	(2377)
00_00_38#16_12_12	(4027)
00_00_38#16_4_4	(772)
00_00_38#17_10_10	(3180)
00_00_38#18_8_8	(protest)
00_00_38#19_30_30	(-1)
00_00_38#19_24_24	(4071)
00_00_38#19_11_11	(election)
00_00_38#19_5_5	(-1)
00_00_38#20_30_30	(war)
00_00_38#20_18_18	(2529)
00_00_38#20_10_10	(election)
00_00_38#20_4_4	(-1)
00_00_39#1_25_25	(3588)
00_00_39#1_16_16	(3634)
00_00_39#1_13_13	(election)
00_00_39#2_5_5	(3700)
00_00_39#2_4_4	(election)
00_00_39#3_21_21	(election)
00_00_39#3_15_15	(330)
00_00_39#3_13_13	(576)
00_00_39#3_4_4	(3233)
00_00_39#4_7_7	(576)
00_00_39#5_12_12	(2208)
00_00_39#6_21_21	(4113)
00_00_39#6_18_18	(2938)
00_00_39#6_11_11	(war)
00_00_39#6_5_5	(2472)
00_00_39#7_40_40	(1222)
00_00_39#7_35_35	(election)
00_00_39#7_12_12	(2188)
00_00_39#7_0_0	(-1)
00_00_39#8_54_54	(3345)
00_00_39#8_49_49	(565)
00_00_39#8_45_45	(election)
00_00_39#8_39_39	(win)
00_00_39#8_10_10	(vote)
00_00_39#9_15_15	(vote)
00_00_39#9_10_10	(105)
00_00_39#9_7_7	(289)
00_00_39#10_12_12	(vote)
00_00_39#10_4_4	(610)
00_00_39#11_1_1	(3016)
00_00_39#12_15_15	(election)
00_00_39#13_8_8	(576)
00_00_39#14_9_9	(1756)
00_00_39#15_2_2	(3122)
00_00_39#17_37_37	(964)
00_00_39#17_26_26	(3093)
00_00_39#17_7_7	(win)
00_00_39#17_5_5	(3634)
00_00_39#17_4_4	(3016)
00_00_39#17_1_1	(election)
00_00_4#2_16_16	(election)
00_00_4#2_10_10	(3249)
00_00_4#3_9_9	(vote)
00_00_4#3_3_3	(1487)
00_00_4#4_4_4	(-1)
00_00_4#5_1_1	(-1)
00_00_4#6_41_41	(election)
00_00_4#6_36_36	(610)
00_00_4#6_23_23	(230)
00_00_4#6_12_12	(election)
00_00_4#6_8_8	(3602)
00_00_4#6_2_2	(1077)
00_00_4#7_6_6	(3757)
00_00_4#7_3_3	(vote)
00_00_4#8_3_3	(win)
00_00_4#9_30_30	(vote)
00_00_4#9_28_28	(2610)
00_00_4#9_26_26	(win)
00_00_4#10_8_8	(election)
00_00_4#11_28_28	(797)
00_00_4#11_25_25	(1841)
00_00_4#12_10_10	(1014)
00_00_4#12_3_3	(2741)
00_00_4#14_5_5	(866)
00_00_40#1_17_17	(election)
00_00_40#1_7_7	(win)
00_00_40#1_5_5	(-1)
00_00_40#2_12_12	(330)
00_00_40#3_22_22	(vote)
00_00_40#3_13_13	(vote)
00_00_40#3_5_5	(election)
00_00_40#3_1_1	(win)
00_00_40#5_39_39	(vote)
00_00_40#5_31_31	(4414)
00_00_40#5_22_22	(3229)
00_00_40#5_6_6	(election)
00_00_41#1_36_36	(576)
00_00_41#1_27_27	(1151)
00_00_41#1_24_24	(1737)
00_00_41#1_20_20	(1756)
00_00_41#1_8_8	(election)
00_00_41#1_5_5	(1952)
00_00_41#2_11_11	(330)
00_00_41#2_5_5	(1307)
00_00_41#3_15_15	(330)
00_00_41#4_22_22	(2831)
00_00_41#4_20_20	(3616)
00_00_41#4_16_16	(4115)
00_00_41#4_9_9	(250)
00_00_41#4_1_1	(2044)
00_00_41#5_14_14	(330)
00_00_41#5_10_10	(1145)
00_00_41#5_2_2	(391)
00_00_41#6_34_34	(1599)
00_00_41#6_29_29	(1398)
00_00_41#6_27_27	(2218)
00_00_41#6_16_16	(330)
00_00_41#6_14_14	(69)
00_00_41#6_12_12	(1029)
00_00_41#6_9_9	(330)
00_00_41#6_1_1	(470)
00_00_41#8_9_9	(4519)
00_00_41#8_2_2	(4517)
00_00_41#9_9_9	(576)
00_00_41#11_20_20	(1145)
00_00_41#11_12_12	(3339)
00_00_41#12_39_39	(1596)
00_00_41#12_15_15	(4518)
00_00_41#13_7_7	(886)
00_00_41#15_15_15	(1209)
00_00_41#15_7_7	(3072)
00_00_41#17_33_33	(330)
00_00_41#17_28_28	(1398)
00_00_41#17_27_27	(1596)
00_00_41#17_17_17	(885)
00_00_41#18_22_22	(3272)
00_00_41#18_19_19	(1398)
00_00_41#18_18_18	(1599)
00_00_41#18_9_9	(885)
00_00_41#19_25_25	(330)
00_00_41#19_9_9	(885)
00_00_41#20_8_8	(2029)
00_00_41#20_2_2	(-1)
00_00_41#21_2_2	(1145)
00_00_42#1_27_27	(4521)
00_00_42#1_17_17	(1839)
00_00_42#2_16_16	(3613)
00_00_42#2_10_10	(-1)
00_00_42#2_5_5	(898)
00_00_42#3_7_7	(1145)
00_00_42#4_4_4	(330)
00_00_42#5_21_21	(576)
00_00_42#5_16_16	(1737)
00_00_42#5_14_14	(3017)
00_00_42#5_12_12	(3822)
00_00_42#6_41_41	(war)
00_00_42#6_33_33	(3636)
00_00_42#6_31_31	(236)
00_00_42#6_16_16	(election)
00_00_42#6_13_13	(3391)
00_00_42#6_8_8	(2803)
00_00_42#6_1_1	(-1)
00_00_42#8_56_56	(1145)
00_00_42#8_45_45	(2044)
00_00_42#8_34_34	(2405)
00_00_42#8_27_27	(2405)
00_00_42#8_20_20	(2405)
00_00_42#8_14_14	(1639)
00_00_42#8_11_11	(3019)
00_00_42#8_4_4	(2221)
00_00_42#9_9_9	(win)
00_00_42#9_5_5	(3015)
00_00_42#10_17_17	(3843)
00_00_42#11_10_10	(4117)
00_00_42#11_9_9	(-1)
00_00_42#12_45_45	(vote)
00_00_42#12_40_40	(2096)
00_00_42#12_30_30	(80)
00_00_42#12_28_28	(899)
00_00_42#12_27_27	(protest)
00_00_42#12_19_19	(244)
00_00_42#12_15_15	(vote)
00_00_42#12_6_6	(2816)
00_00_42#12_4_4	(662)
00_00_43#1_26_26	(1815)
00_00_43#1_23_23	(900)
00_00_43#1_21_21	(election)
00_00_43#1_18_18	(2661)
00_00_43#1_17_17	(4118)
00_00_43#1_3_3	(3549)
00_00_43#2_28_28	(war)
00_00_43#2_23_23	(986)
00_00_43#2_20_20	(protest)
00_00_43#2_18_18	(80)
00_00_43#2_16_16	(2811)
00_00_43#2_11_11	(3485)
00_00_43#3_11_11	(1366)
00_00_43#3_4_4	(1204)
00_00_43#4_22_22	(276)
00_00_43#4_18_18	(vote)
00_00_43#4_13_13	(1487)
00_00_43#4_8_8	(election)
00_00_43#4_5_5	(289)
00_00_43#5_23_23	(-1)
00_00_43#5_22_22	(306)
00_00_43#5_19_19	(2936)
00_00_43#5_15_15	(1983)
00_00_43#5_14_14	(-1)
00_00_43#6_23_23	(866)
00_00_43#6_6_6	(1369)
00_00_43#7_36_36	(election)
00_00_43#7_7_7	(3016)
00_00_43#9_25_25	(1639)
00_00_43#9_21_21	(3627)
00_00_43#9_19_19	(2700)
00_00_43#9_13_13	(2221)
00_00_43#10_21_21	(250)
00_00_43#10_18_18	(1223)
00_00_43#10_8_8	(1244)
00_00_43#10_1_1	(1243)
00_00_43#11_12_12	(3105)
00_00_43#11_7_7	(war)
00_00_43#11_2_2	(1457)
00_00_44#1_4_4	(3629)
00_00_44#2_25_25	(1756)
00_00_44#2_8_8	(576)
00_00_44#3_17_17	(3188)
00_00_44#3_14_14	(election)
00_00_44#3_11_11	(1462)
00_00_44#4_22_22	(vote)
00_00_44#4_14_14	(289)
00_00_44#5_21_21	(3839)
00_00_44#5_20_20	(vote)
00_00_44#5_12_12	(610)
00_00_44#6_68_68	(election)
00_00_44#6_51_51	(-1)
00_00_44#6_45_45	(vote)
00_00_44#6_32_32	(295)
00_00_44#6_23_23	(1110)
00_00_44#6_15_15	(vote)
00_00_44#6_4_4	(election)
00_00_44#6_2_2	(2717)
00_00_44#8_16_16	(866)
00_00_44#8_13_13	(3599)
00_00_44#9_15_15	(election)
00_00_44#9_11_11	(3252)
00_00_44#9_8_8	(2686)
00_00_44#10_10_10	(election)
00_00_44#10_9_9	(4478)
00_00_44#10_7_7	(3338)
00_00_44#10_4_4	(3696)
00_00_44#11_7_7	(3240)
00_00_44#11_5_5	(-1)
00_00_44#11_3_3	(23)
00_00_44#12_14_14	(578)
00_00_44#13_47_47	(3317)
00_00_44#13_16_16	(war)
00_00_44#13_9_9	(1682)
00_00_44#13_3_3	(1646)
00_00_45#1_14_14	(2588)
00_00_45#1_4_4	(80)
00_00_45#1_2_2	(2811)
00_00_45#3_15_15	(471)
00_00_45#3_10_10	(2501)
00_00_45#3_0_0	(526)
00_00_45#4_4_4	(1489)
00_00_45#5_6_6	(2516)
00_00_45#6_13_13	(2263)
00_00_45#7_13_13	(1133)
00_00_45#7_5_5	(3320)
00_00_45#8_50_50	(-1)
00_00_45#8_27_27	(2339)
00_00_45#8_15_15	(vote)
00_00_45#8_12_12	(1458)
00_00_45#8_8_8	(protest)
00_00_45#8_1_1	(3070)
00_00_45#9_5_5	(2904)
00_00_45#10_40_40	(330)
00_00_45#10_26_26	(1599)
00_00_45#10_22_22	(394)
00_00_45#10_14_14	(962)
00_00_45#10_1_1	(3013)
00_00_45#11_31_31	(2668)
00_00_45#11_21_21	(3323)
00_00_45#11_10_10	(vote)
00_00_45#12_4_4	(610)
00_00_45#13_16_16	(1110)
00_00_45#14_32_32	(1735)
00_00_45#14_30_30	(1367)
00_00_45#14_19_19	(602)
00_00_45#14_5_5	(141)
00_00_45#14_3_3	(772)
00_00_45#15_10_10	(protest)
00_00_45#15_3_3	(3463)
00_00_45#16_15_15	(772)
00_00_45#16_8_8	(772)
00_00_45#16_6_6	(1461)
00_00_45#17_48_48	(1947)
00_00_45#17_41_41	(3050)
00_00_45#17_34_34	(610)
00_00_45#17_27_27	(1849)
00_00_45#17_26_26	(2122)
00_00_45#17_18_18	(724)
00_00_45#17_16_16	(2911)
00_00_45#17_10_10	(election)
00_00_45#18_7_7	(767)
00_00_45#18_1_1	(717)
00_00_45#19_32_32	(964)
00_00_45#19_27_27	(718)
00_00_45#19_9_9	(2248)
00_00_45#19_4_4	(1689)
00_00_45#20_45_45	(protest)
00_00_45#20_29_29	(vote)
00_00_45#20_14_14	(3832)
00_00_45#20_7_7	(protest)
00_00_46#3_5_5	(1104)
00_00_46#4_26_26	(election)
00_00_46#4_21_21	(901)
00_00_46#4_15_15	(1146)
00_00_46#4_3_3	(962)
00_00_46#5_5_5	(330)
00_00_46#5_2_2	(1145)
00_00_46#6_5_5	(win)
00_00_46#7_5_5	(vote)
00_00_46#8_9_9	(1145)
00_00_46#9_30_30	(307)
00_00_46#9_21_21	(1824)
00_00_46#9_1_1	(1666)
00_00_46#10_20_20	(2654)
00_00_46#10_12_12	(1572)
00_00_46#10_4_4	(583)
00_00_46#11_5_5	(2724)
00_00_46#12_11_11	(142)
00_00_46#12_3_3	(847)
00_00_46#13_24_24	(election)
00_00_46#13_15_15	(4523)
00_00_46#13_11_11	(1820)
00_00_46#13_6_6	(2201)
00_00_46#14_25_25	(-1)
00_00_46#14_16_16	(2669)
00_00_46#14_4_4	(402)
00_00_46#15_24_24	(3041)
00_00_46#15_22_22	(4525)
00_00_46#15_13_13	(261)
00_00_46#16_15_15	(840)
00_00_46#16_5_5	(824)
00_00_46#16_4_4	(776)
00_00_46#17_25_25	(4101)
00_00_46#17_18_18	(-1)
00_00_46#17_6_6	(war)
00_00_46#18_5_5	(-1)
00_00_46#18_4_4	(1695)
00_00_46#19_44_44	(4527)
00_00_46#19_41_41	(3986)
00_00_46#19_29_29	(143)
00_00_46#19_9_9	(-1)
00_00_46#20_3_3	(-1)
00_00_46#21_2_2	(3333)
00_00_47#1_35_35	(24)
00_00_47#1_28_28	(4529)
00_00_47#1_19_19	(election)
00_00_47#1_12_12	(236)
00_00_47#1_6_6	(2705)
00_00_47#2_21_21	(election)
00_00_47#2_6_6	(-1)
00_00_48#1_30_30	(259)
00_00_48#1_23_23	(1719)
00_00_48#1_21_21	(1309)
00_00_48#1_18_18	(772)
00_00_48#1_16_16	(-1)
00_00_48#1_6_6	(protest)
00_00_48#2_26_26	(protest)
00_00_48#2_23_23	(1682)
00_00_48#2_16_16	(4438)
00_00_48#2_2_2	(576)
00_00_48#3_32_32	(3824)
00_00_48#3_9_9	(80)
00_00_48#4_15_15	(vote)
00_00_48#4_6_6	(2620)
00_00_48#4_5_5	(2096)
00_00_48#4_1_1	(75)
00_00_48#5_13_13	(protest)
